apartment_id,building_age_years,wing,entrance,floor,apartment_area_m2,ceiling_height_m,window_quality,heating_type,corner_apartment,room_temp_c,window_ventilation_per_day,humidity_pct,radiator_distance_m,children_count,cat_present,robot_vacuum,tree_species,tree_height_cm,tree_form,stand_type,cut_days_before_jan1,potted_tree,waterings_per_week,mist_spray,tinsel_level,ornaments_weight_kg,led_garland,garland_hours_per_day,survived_to_18jan
apt_train_007462,27,east,9,5,43.4,2.82,new,central,1,18.7,2,42.0,1.7,0,0,0,spruce,176,normal,simple_stand,7,0,3.0,0,medium,2.52,1,13.7,0
apt_train_007463,27,south,3,20,45.3,2.49,old,electric_heater,1,24.6,2,19.0,1.23,0,1,0,fir,211,dense,simple_stand,4,0,0.0,0,medium,1.97,1,,0
apt_train_007464,27,north,1,6,29.3,2.81,normal,electric_heater,1,23.2,1,41.0,1.48,0,0,0,spruce,185,normal,simple_stand,2,0,4.0,1,medium,1.81,1,12.4,1
apt_train_007465,27,south,11,13,84.4,2.58,new,central,0,19.3,2,33.0,1.38,1,1,0,spruce,158,sparse,unknown,0,0,6.0,0,medium,2.36,0,3.3,1
apt_train_007466,27,east,9,1,37.3,2.71,old,central,1,18.3,3,35.0,0.19,0,1,1,fir,157,normal,bucket,7,0,3.0,0,medium,2.19,1,16.8,0
apt_train_007467,27,north,3,13,79.9,2.59,normal,central,1,20.8,3,44.0,1.01,1,0,1,spruce,204,normal,bucket,0,0,1.0,0,medium,3.4,1,6.1,0
apt_train_007468,27,east,4,14,18.0,2.58,new,central,1,24.8,3,33.0,3.5,2,1,0,pine,195,normal,water_reservoir,11,0,7.0,0,medium,1.97,0,,0
apt_train_007469,27,west,5,21,52.3,2.67,new,central,0,23.7,0,47.0,0.48,0,0,1,spruce,205,normal,water_reservoir,12,0,9.0,1,medium,1.86,1,6.8,0
apt_train_007470,27,south,4,14,62.3,2.6,normal,central,0,25.6,2,28.0,,1,0,0,fir,174,normal,simple_stand,12,0,1.0,0,medium,2.75,1,14.2,0
apt_train_007471,27,east,1,10,65.2,2.83,new,central,0,22.3,1,39.0,0.45,1,0,0,pine,150,dense,simple_stand,10,0,4.0,0,medium,0.79,1,10.8,0
apt_train_007472,27,west,12,2,61.9,2.84,new,electric_heater,1,21.4,3,36.0,2.55,2,0,1,spruce,193,dense,bucket,5,0,3.0,1,medium,2.05,1,,1
apt_train_007473,27,south,3,26,80.4,2.71,old,central,1,22.5,3,41.0,0.19,1,1,0,pine,85,dense,water_reservoir,2,1,7.0,1,medium,3.93,0,6.7,0
apt_train_007474,27,west,6,29,34.4,2.76,normal,electric_heater,1,23.6,1,,2.48,0,1,0,spruce,216,sparse,bucket,11,0,8.0,0,high,2.17,1,1.1,0
apt_train_007475,27,north,3,28,47.5,2.85,normal,central,1,22.8,2,40.0,0.79,0,0,0,spruce,106,sparse,simple_stand,9,0,4.0,1,medium,4.17,1,0.0,0
apt_train_007476,27,west,8,15,42.1,2.65,old,electric_heater,0,20.9,1,61.0,2.05,1,0,0,spruce,209,dense,bucket,11,0,4.0,1,high,2.9,1,4.9,1
apt_train_007477,27,west,9,26,58.2,2.8,new,central,1,20.6,3,52.0,3.5,1,0,0,fir,211,normal,water_reservoir,8,0,3.0,0,medium,3.37,1,11.7,1
apt_train_007478,27,north,8,1,72.8,2.58,normal,electric_heater,0,23.3,0,37.0,0.91,1,0,0,fir,140,sparse,simple_stand,8,0,3.0,0,medium,,1,1.7,0
apt_train_007479,27,east,12,25,65.8,2.76,new,central,1,22.8,1,37.0,0.74,0,0,0,spruce,130,normal,simple_stand,7,0,0.0,0,medium,2.07,1,11.3,0
apt_train_007480,27,east,12,23,68.9,2.71,new,central,1,23.5,1,52.0,1.87,1,1,1,spruce,131,normal,simple_stand,10,0,1.0,1,low,3.12,0,0.1,0
apt_train_007481,27,south,9,10,18.0,2.63,old,central,1,23.9,4,40.0,0.89,2,0,1,pine,107,dense,simple_stand,9,0,0.0,0,medium,2.03,1,13.2,0
apt_train_007482,27,east,9,23,23.2,2.57,normal,central,1,21.3,3,52.0,1.04,0,1,0,fir,182,sparse,simple_stand,7,0,0.0,0,medium,0.78,0,8.5,0
apt_train_007483,27,south,1,4,57.8,2.85,normal,central,0,26.2,0,44.0,1.41,2,0,0,spruce,212,normal,water_reservoir,9,0,6.0,1,medium,2.49,1,,1
apt_train_007484,27,east,2,4,84.0,2.66,normal,central,0,22.5,2,35.0,1.71,1,0,1,fir,188,normal,bucket,7,0,4.0,0,high,3.34,0,9.1,0
apt_train_007485,27,west,8,19,68.9,2.77,new,central,0,22.1,2,40.0,1.42,2,0,0,spruce,201,normal,bucket,12,0,1.0,1,high,3.82,1,6.3,0
apt_train_007486,27,south,8,15,56.9,2.68,old,central,0,22.7,5,51.0,1.01,0,1,0,fir,218,normal,water_reservoir,7,0,7.0,0,low,4.94,1,13.8,0
apt_train_007487,27,north,6,30,42.7,2.62,normal,central,1,25.4,2,37.0,0.54,2,0,0,spruce,198,normal,water_reservoir,14,0,5.0,1,medium,3.14,1,10.6,0
apt_train_007488,27,west,8,27,39.2,2.69,new,central,0,24.3,1,30.0,1.29,0,1,0,spruce,163,dense,simple_stand,15,0,3.0,0,medium,0.99,1,8.4,0
apt_train_007489,27,east,4,23,27.3,2.54,normal,electric_heater,1,25.0,1,43.0,0.29,1,0,0,spruce,153,dense,bucket,10,0,8.0,0,high,,1,1.4,0
apt_train_007490,27,south,3,26,94.7,2.75,normal,central,1,25.1,2,35.0,3.11,1,1,0,spruce,104,dense,simple_stand,4,0,1.0,1,medium,2.14,1,12.6,0
apt_train_007491,27,north,11,30,53.1,2.88,normal,central,0,24.3,2,38.0,1.76,1,0,0,spruce,152,normal,water_reservoir,8,0,7.0,1,medium,,1,10.0,0
apt_train_007492,27,west,2,17,76.7,2.55,normal,central,0,20.2,0,35.0,1.62,0,0,0,spruce,104,normal,simple_stand,8,0,4.0,1,high,,1,,1
apt_train_007493,27,east,3,19,56.8,2.71,old,central,1,23.5,4,,2.45,1,1,0,fir,146,normal,water_reservoir,16,0,5.0,0,low,2.6,1,4.5,1
apt_train_007494,27,east,2,4,42.9,2.63,old,central,0,20.7,2,42.0,1.06,0,1,0,spruce,85,normal,simple_stand,3,0,2.0,0,medium,1.38,1,4.0,0
apt_train_007495,27,east,12,27,76.1,2.75,normal,central,1,20.0,1,50.0,0.85,1,1,0,spruce,202,normal,water_reservoir,8,0,6.0,0,low,1.52,1,4.2,1
apt_train_007496,27,east,6,6,46.6,2.85,normal,central,1,19.9,1,,1.72,0,0,0,spruce,196,dense,bucket,7,0,5.0,1,high,2.9,0,0.0,1
apt_train_007497,27,west,1,20,53.0,2.75,normal,central,0,22.4,2,27.0,0.61,0,0,1,spruce,198,dense,bucket,14,0,9.0,0,medium,4.48,1,5.7,1
apt_train_007498,27,west,2,3,59.3,2.68,normal,central,0,20.6,1,32.0,2.33,2,0,0,spruce,175,sparse,bucket,11,0,4.0,0,high,2.63,1,2.6,0
apt_train_007499,27,north,12,15,77.5,2.77,old,electric_heater,1,23.0,2,29.0,0.4,0,0,0,fir,143,dense,bucket,3,0,5.0,0,high,1.33,1,10.9,1
apt_train_007500,27,north,7,29,62.5,2.86,old,central,0,20.0,3,46.0,1.27,2,0,0,spruce,144,dense,water_reservoir,11,0,6.0,0,medium,1.96,1,9.6,1
apt_train_007501,27,west,4,29,41.9,2.71,normal,central,0,24.6,0,27.0,1.46,1,0,0,pine,133,normal,simple_stand,10,0,1.0,0,low,2.5,1,3.1,0
apt_train_007502,27,west,5,1,67.5,2.8,normal,central,0,21.4,1,36.0,0.92,1,0,1,fir,175,normal,water_reservoir,5,0,7.0,0,medium,3.58,1,2.3,1
apt_train_007503,27,east,5,13,99.9,2.74,new,central,0,21.9,1,52.0,1.26,1,0,0,spruce,191,dense,bucket,8,0,5.0,0,high,3.57,0,6.3,0
apt_train_007504,27,south,2,11,60.1,2.66,normal,central,0,26.6,1,43.0,2.96,0,1,0,spruce,191,normal,simple_stand,16,0,1.0,0,low,3.05,1,6.5,1
apt_train_007505,27,west,6,16,48.8,2.82,normal,central,1,23.8,1,45.0,1.64,0,0,0,spruce,150,normal,water_reservoir,13,0,6.0,0,medium,2.66,0,8.6,1
apt_train_007506,27,east,4,8,46.9,2.52,normal,central,0,23.9,1,48.0,3.5,2,0,0,spruce,170,normal,bucket,7,0,5.0,0,medium,2.82,1,18.9,1
apt_train_007507,27,west,5,9,41.0,2.72,normal,central,0,21.6,2,46.0,1.02,0,0,0,spruce,191,normal,simple_stand,10,0,2.0,0,low,2.24,1,16.5,0
apt_train_007508,27,west,7,11,31.8,2.46,old,electric_heater,1,25.9,2,31.0,0.91,0,1,0,spruce,159,normal,bucket,17,0,,0,medium,3.51,1,14.9,1
apt_train_007509,27,east,11,21,37.1,2.69,normal,central,0,20.1,1,42.0,0.15,2,0,0,spruce,125,dense,bucket,2,0,2.0,0,medium,2.53,1,3.9,1
apt_train_007510,27,east,11,17,75.4,2.88,new,electric_heater,0,21.1,1,33.0,0.83,0,0,0,fir,143,dense,water_reservoir,13,0,5.0,0,medium,2.56,1,,1
apt_train_007511,27,south,3,1,53.8,2.7,new,central,1,21.7,1,49.0,2.72,1,0,0,pine,132,normal,bucket,5,0,1.0,1,low,2.27,1,5.2,0
apt_train_007512,27,east,3,19,42.6,2.61,normal,central,1,22.4,2,30.0,1.09,1,0,1,spruce,218,normal,simple_stand,6,0,0.0,0,medium,0.82,1,8.2,1
apt_train_007513,27,south,9,28,72.5,2.73,new,central,1,23.3,2,46.0,1.22,0,1,0,spruce,166,normal,simple_stand,5,0,3.0,0,low,2.43,1,5.4,1
apt_train_007514,27,north,8,10,18.0,2.51,new,central,1,22.4,2,29.0,,1,0,1,spruce,172,normal,simple_stand,10,0,1.0,1,medium,2.74,1,10.0,1
apt_train_007515,27,west,8,11,73.4,2.68,old,central,0,21.5,2,46.0,1.33,1,0,1,spruce,148,normal,simple_stand,5,0,3.0,0,high,2.62,0,7.2,0
apt_train_007516,27,north,5,9,42.9,2.83,normal,central,0,20.9,1,,1.65,0,1,1,spruce,170,normal,simple_stand,4,0,2.0,0,medium,3.49,0,6.8,1
apt_train_007517,27,west,9,12,43.1,2.51,normal,central,1,21.8,3,39.0,0.25,0,0,0,spruce,193,normal,bucket,6,0,3.0,0,medium,1.62,1,2.1,0
apt_train_007518,27,west,11,4,47.2,2.49,old,central,0,23.6,4,49.0,0.17,1,1,1,fir,201,normal,simple_stand,0,0,4.0,1,medium,2.53,1,5.7,1
apt_train_007519,27,east,11,2,32.4,2.68,old,central,1,25.2,5,36.0,0.92,2,1,1,spruce,204,normal,unknown,8,0,1.0,0,medium,2.81,1,6.4,0
apt_train_007520,27,south,11,18,57.9,2.64,normal,central,0,25.1,0,46.0,0.21,2,0,1,spruce,202,dense,simple_stand,10,0,2.0,1,medium,1.65,1,10.7,1
apt_train_007521,27,north,2,30,50.2,2.57,normal,electric_heater,0,22.0,3,54.0,2.23,0,0,0,spruce,208,normal,simple_stand,3,0,3.0,0,high,2.07,1,6.3,0
apt_train_007522,27,west,2,22,18.0,2.79,normal,central,1,21.8,4,,0.53,0,0,0,fir,129,sparse,simple_stand,9,0,4.0,0,medium,2.98,0,0.0,0
apt_train_007523,27,west,11,29,55.3,2.73,new,central,0,25.5,3,48.0,1.05,0,0,1,pine,188,normal,bucket,0,0,3.0,0,medium,1.69,1,0.0,1
apt_train_007524,27,north,10,1,68.4,2.94,normal,central,0,23.4,1,33.0,0.26,1,0,0,fir,169,dense,water_reservoir,15,0,4.0,1,low,2.41,0,5.9,1
apt_train_007525,27,east,6,10,56.5,2.58,normal,electric_heater,1,24.3,2,34.0,0.98,0,0,0,fir,185,sparse,simple_stand,5,0,8.0,0,low,1.11,1,9.7,1
apt_train_007526,27,north,10,12,60.1,2.54,old,central,0,19.4,2,36.0,,0,1,0,spruce,196,dense,simple_stand,14,0,2.0,0,low,,1,6.9,0
apt_train_007527,27,east,1,9,94.5,2.75,new,central,0,20.8,0,59.0,1.14,0,0,1,spruce,211,normal,water_reservoir,3,1,6.0,1,medium,2.67,0,6.1,1
apt_train_007528,27,south,8,3,48.1,,new,electric_heater,0,24.3,0,31.0,2.98,1,0,0,spruce,182,normal,simple_stand,14,0,,0,medium,2.27,1,7.8,0
apt_train_007529,27,south,5,7,47.7,2.7,old,electric_heater,0,24.7,1,27.0,1.4,1,0,0,fir,239,normal,water_reservoir,7,0,7.0,1,medium,1.07,1,0.0,1
apt_train_007530,27,east,10,9,61.6,2.62,old,electric_heater,0,22.3,2,46.0,1.73,3,0,0,fir,177,dense,water_reservoir,10,0,7.0,1,low,1.86,1,1.6,1
apt_train_007531,27,south,6,13,55.5,2.7,old,central,1,22.1,2,50.0,1.36,1,0,0,spruce,166,sparse,simple_stand,1,0,1.0,1,medium,1.44,1,5.3,1
apt_train_007532,27,north,3,7,21.7,2.75,old,central,1,21.9,5,34.0,1.27,0,0,1,fir,171,normal,simple_stand,8,0,2.0,1,medium,1.83,0,1.8,0
apt_train_007533,27,north,2,13,68.0,2.88,old,central,0,18.9,1,39.0,2.47,0,0,0,spruce,130,sparse,simple_stand,6,0,3.0,0,medium,2.46,1,4.3,0
apt_train_007534,27,west,10,13,34.3,3.01,normal,central,1,20.7,3,34.0,1.24,2,1,1,spruce,200,normal,simple_stand,3,0,,0,high,2.78,0,3.0,0
apt_train_007535,27,east,11,3,72.4,2.73,new,central,0,22.8,1,48.0,1.06,1,0,0,spruce,148,dense,simple_stand,1,0,4.0,0,low,3.93,0,4.0,0
apt_train_007536,27,south,6,27,53.2,2.59,normal,central,1,23.1,1,36.0,1.5,1,0,0,pine,159,dense,simple_stand,6,0,4.0,0,medium,,1,9.6,1
apt_train_007537,27,south,3,7,32.5,2.87,normal,central,1,21.0,2,56.0,1.82,1,0,0,spruce,164,dense,simple_stand,9,0,,0,medium,2.74,0,11.9,1
apt_train_007538,27,east,9,29,41.2,,normal,central,1,23.8,3,36.0,2.25,0,0,0,spruce,130,normal,water_reservoir,7,0,5.0,0,medium,2.68,0,0.5,1
apt_train_007539,27,north,9,8,41.8,2.74,new,central,1,21.6,2,63.0,0.78,2,0,0,spruce,201,normal,simple_stand,10,0,6.0,1,medium,,1,13.6,0
apt_train_007540,27,west,7,26,35.8,2.86,old,central,0,23.4,2,47.0,2.32,0,0,0,pine,131,dense,water_reservoir,15,0,5.0,0,medium,3.45,1,5.6,0
apt_train_007541,27,east,2,4,36.2,2.6,normal,central,0,21.3,2,55.0,0.56,1,1,0,fir,158,sparse,simple_stand,2,0,1.0,1,medium,1.88,1,7.0,1
apt_train_007542,27,south,2,17,52.6,2.85,normal,central,0,26.9,2,22.0,0.86,0,0,0,spruce,170,dense,simple_stand,13,0,0.0,0,low,3.89,0,4.1,0
apt_train_007543,27,north,1,20,87.9,2.71,old,central,0,19.9,1,18.0,0.45,0,0,0,spruce,179,normal,water_reservoir,15,0,3.0,1,low,1.62,1,13.7,0
apt_train_007544,27,west,2,16,69.1,2.67,normal,central,0,23.4,2,53.0,1.89,0,0,0,fir,151,dense,water_reservoir,8,0,7.0,1,medium,1.39,1,10.1,1
apt_train_007545,27,north,11,22,59.4,2.56,new,central,0,22.5,2,50.0,1.99,0,0,0,fir,152,normal,water_reservoir,16,0,4.0,0,low,3.14,1,8.0,0
apt_train_007546,27,west,4,10,46.8,2.75,normal,central,0,24.3,1,40.0,1.98,0,0,0,fir,182,sparse,simple_stand,4,0,1.0,1,medium,3.66,1,6.0,0
apt_train_007547,27,east,2,23,92.9,2.69,new,central,0,23.5,3,45.0,0.87,0,0,1,fir,193,normal,simple_stand,4,0,3.0,1,medium,1.21,1,8.7,1
apt_train_007548,27,east,2,30,40.3,2.62,normal,central,0,24.5,4,,1.29,4,0,0,spruce,143,normal,simple_stand,11,0,4.0,0,high,3.18,1,10.5,0
apt_train_007549,27,south,6,23,39.6,2.64,old,central,1,21.6,4,49.0,1.62,0,0,0,spruce,238,normal,simple_stand,6,0,4.0,0,high,4.2,0,7.7,0
apt_train_007550,27,south,12,27,46.6,2.57,normal,central,1,22.8,1,52.0,0.34,0,0,0,spruce,181,normal,water_reservoir,16,0,7.0,1,medium,3.14,1,0.0,0
apt_train_007551,27,east,8,16,68.8,2.56,old,central,0,22.2,2,43.0,1.21,0,1,0,spruce,174,dense,simple_stand,8,0,2.0,0,high,0.77,0,12.8,0
apt_train_007552,27,west,8,6,62.6,2.61,new,central,0,24.1,1,37.0,0.98,1,1,0,spruce,185,normal,simple_stand,5,0,0.0,0,low,1.98,1,4.8,1
apt_train_007553,27,north,4,26,55.7,2.81,new,central,0,22.7,2,41.0,0.33,1,0,0,spruce,197,normal,simple_stand,15,0,3.0,0,medium,1.28,1,10.3,1
apt_train_007554,27,west,2,12,61.4,2.81,new,electric_heater,0,21.2,1,46.0,1.04,0,0,0,spruce,158,dense,simple_stand,6,0,4.0,1,low,3.95,1,12.3,1
apt_train_007555,27,south,7,8,43.4,2.73,new,central,0,23.0,0,42.0,2.23,1,0,0,fir,150,sparse,water_reservoir,8,0,6.0,0,low,0.86,1,10.3,1
apt_train_007556,27,east,1,12,36.6,2.82,old,central,0,22.4,1,40.0,0.89,2,1,0,fir,200,normal,simple_stand,8,0,6.0,0,high,0.98,0,10.5,0
apt_train_007557,27,east,3,20,72.7,2.81,old,central,1,22.8,3,48.0,3.5,1,0,0,fir,133,normal,simple_stand,1,0,,0,high,,1,2.9,1
apt_train_007558,27,east,11,6,61.7,3.01,normal,electric_heater,0,19.7,2,55.0,0.26,2,0,0,spruce,153,dense,simple_stand,13,0,1.0,1,low,2.54,0,4.3,0
apt_train_007559,27,south,7,18,18.6,2.84,old,central,1,20.0,4,37.0,1.03,0,0,0,fir,170,normal,simple_stand,16,0,0.0,0,medium,2.91,1,10.0,1
apt_train_007560,27,east,2,25,45.9,2.71,normal,central,0,23.4,3,33.0,1.06,1,0,0,fir,196,dense,simple_stand,6,0,1.0,0,medium,,1,3.9,0
apt_train_007561,27,south,4,15,53.0,2.79,new,central,0,21.1,0,,0.83,0,0,1,spruce,156,normal,simple_stand,1,0,1.0,1,low,2.05,1,5.1,1
apt_train_007562,27,south,5,9,48.9,2.77,new,central,0,22.3,1,27.0,0.74,0,0,1,spruce,232,normal,bucket,9,0,0.0,0,high,4.33,1,18.9,1
apt_train_007563,27,east,1,23,83.1,2.45,new,electric_heater,0,22.1,1,48.0,1.13,0,0,1,spruce,220,dense,simple_stand,10,0,5.0,0,low,3.02,0,7.7,1
apt_train_007564,27,west,4,30,56.4,2.86,new,central,0,22.3,2,42.0,1.26,1,0,0,fir,147,normal,bucket,11,0,3.0,1,medium,2.66,0,0.0,1
apt_train_007565,27,north,2,22,65.1,2.48,old,central,0,21.9,3,20.0,1.09,0,0,0,spruce,219,sparse,water_reservoir,10,0,5.0,0,medium,1.49,1,0.0,1
apt_train_007566,27,north,7,14,85.1,2.88,normal,central,0,23.2,1,45.0,0.67,0,1,1,spruce,162,normal,simple_stand,14,0,5.0,0,low,2.42,0,2.6,0
apt_train_007567,27,south,7,6,65.1,2.82,normal,central,0,21.8,2,44.0,2.64,0,0,0,fir,191,normal,water_reservoir,7,0,7.0,0,medium,1.26,1,11.0,1
apt_train_007568,27,south,3,14,91.1,2.62,new,central,1,22.8,3,23.0,2.2,0,1,0,fir,128,dense,simple_stand,3,0,4.0,1,high,,1,1.6,0
apt_train_007569,27,east,10,19,50.6,2.59,old,central,0,21.3,2,40.0,0.34,0,0,0,spruce,179,sparse,simple_stand,4,0,6.0,0,high,3.22,1,8.0,1
apt_train_007570,27,south,2,17,103.4,2.73,normal,central,0,24.7,0,42.0,1.35,0,0,0,spruce,172,dense,bucket,9,0,4.0,0,medium,2.65,1,6.4,0
apt_train_007571,27,east,8,17,68.5,2.49,normal,central,0,21.7,0,22.0,1.37,0,1,0,pine,117,normal,water_reservoir,7,0,4.0,0,medium,3.6,1,16.6,1
apt_train_007572,27,south,11,23,40.5,2.61,old,central,0,22.5,2,34.0,0.61,0,0,1,fir,127,normal,bucket,9,0,2.0,0,medium,1.43,1,7.3,0
apt_train_007573,27,north,9,21,72.9,2.8,new,central,1,21.7,2,42.0,0.59,1,1,1,fir,193,dense,water_reservoir,2,0,2.0,0,medium,3.4,1,9.6,1
apt_train_007574,27,south,10,22,76.7,2.55,normal,central,0,22.0,2,30.0,1.19,0,1,1,pine,154,dense,simple_stand,3,0,4.0,0,low,1.53,0,5.6,0
apt_train_007575,27,west,6,11,66.4,2.64,normal,central,1,21.6,2,43.0,0.36,0,0,1,spruce,218,sparse,simple_stand,7,0,3.0,0,low,3.19,1,,0
apt_train_007576,27,south,4,6,68.3,2.72,old,central,0,20.7,1,45.0,2.53,1,0,0,fir,171,dense,simple_stand,0,0,2.0,0,medium,2.78,1,6.1,1
apt_train_007577,27,east,5,12,58.8,2.84,normal,central,0,22.7,4,33.0,1.2,1,1,0,spruce,167,normal,water_reservoir,7,0,7.0,1,low,2.36,1,2.8,1
apt_train_007578,27,south,1,30,52.6,2.82,normal,electric_heater,0,25.2,1,37.0,1.03,0,0,1,spruce,153,normal,bucket,15,0,4.0,1,medium,3.2,1,11.6,1
apt_train_007579,27,north,3,3,49.1,2.52,normal,central,1,22.6,6,41.0,0.91,1,1,0,fir,168,sparse,bucket,8,0,8.0,1,medium,3.66,0,3.9,0
apt_train_007580,27,west,3,11,26.4,2.45,normal,central,1,19.8,4,42.0,0.15,1,0,0,fir,206,normal,bucket,7,0,6.0,0,low,1.63,0,10.6,0
apt_train_007581,27,east,10,14,54.5,2.49,normal,central,0,20.9,1,37.0,0.16,2,0,0,spruce,189,normal,simple_stand,5,0,8.0,0,high,2.73,1,3.0,0
apt_train_007582,27,north,6,5,77.8,,new,electric_heater,1,23.6,1,42.0,1.19,1,0,0,fir,169,sparse,simple_stand,6,0,2.0,0,high,1.11,1,1.4,0
apt_train_007583,27,west,2,2,36.2,2.81,normal,central,0,23.7,1,30.0,1.35,2,0,1,spruce,166,sparse,bucket,12,0,5.0,0,medium,3.11,1,6.9,0
apt_train_007584,27,west,10,19,56.2,2.56,normal,central,0,20.1,0,38.0,0.5,0,0,0,spruce,164,normal,bucket,15,0,3.0,1,high,3.43,1,8.8,0
apt_train_007585,27,north,9,25,49.2,2.61,normal,central,1,21.4,3,52.0,1.27,2,0,0,spruce,209,normal,simple_stand,5,0,4.0,1,low,2.25,0,5.8,1
apt_train_007586,27,east,9,27,60.1,2.76,normal,electric_heater,1,22.4,3,51.0,0.33,0,0,0,pine,214,sparse,simple_stand,12,0,2.0,1,medium,3.83,0,4.8,0
apt_train_007587,27,west,2,20,78.5,2.78,normal,central,0,22.7,0,57.0,0.57,0,0,1,spruce,155,normal,simple_stand,2,0,4.0,1,low,1.99,0,9.3,1
apt_train_007588,27,south,1,20,64.2,2.86,normal,central,0,19.3,0,52.0,0.26,0,1,0,spruce,180,dense,simple_stand,10,0,2.0,0,medium,1.65,0,0.0,1
apt_train_007589,27,south,6,4,38.5,2.62,old,central,1,23.3,3,,2.74,1,0,1,spruce,195,normal,simple_stand,11,0,5.0,0,medium,3.57,1,4.6,0
apt_train_007590,27,west,3,27,52.2,2.82,normal,central,1,20.5,4,,3.29,1,1,0,pine,204,normal,simple_stand,8,0,3.0,1,medium,3.13,0,6.3,0
apt_train_007591,27,east,5,16,60.4,2.73,normal,electric_heater,0,22.7,1,42.0,0.5,1,1,0,spruce,157,dense,simple_stand,10,0,3.0,0,medium,1.78,1,6.3,1
apt_train_007592,27,west,1,25,57.4,2.48,normal,central,0,26.1,4,49.0,2.06,0,1,0,spruce,173,dense,simple_stand,1,0,3.0,0,high,3.2,1,3.9,1
apt_train_007593,27,west,6,9,22.4,2.49,normal,central,1,24.1,5,40.0,0.94,2,0,1,pine,193,dense,simple_stand,11,0,5.0,1,high,3.12,1,,0
apt_train_007594,27,west,11,7,75.1,2.84,normal,central,0,23.7,0,38.0,1.19,0,0,0,spruce,126,normal,simple_stand,0,0,0.0,1,medium,2.34,1,6.4,0
apt_train_007595,27,east,12,22,87.6,2.83,old,central,1,21.7,4,59.0,3.23,0,0,1,fir,146,sparse,bucket,12,0,6.0,1,medium,0.73,1,7.9,0
apt_train_007596,27,south,1,21,67.3,2.57,old,central,0,25.8,2,39.0,2.0,0,0,0,fir,167,normal,water_reservoir,8,0,,1,medium,0.5,0,16.5,1
apt_train_007597,27,west,7,16,68.6,2.74,old,central,0,23.9,2,32.0,0.41,0,0,1,fir,182,normal,water_reservoir,10,0,5.0,1,medium,2.98,1,9.3,1
apt_train_007598,27,north,3,22,69.3,2.45,normal,central,1,20.0,3,49.0,1.51,0,0,0,spruce,115,dense,bucket,4,0,5.0,0,medium,1.83,1,9.7,1
apt_train_007599,27,north,12,21,70.5,2.7,new,central,1,23.0,3,40.0,0.52,1,0,0,pine,172,normal,simple_stand,0,0,3.0,0,medium,2.12,0,0.0,1
apt_train_007600,27,west,6,8,38.4,2.72,normal,central,1,21.7,3,47.0,1.82,2,1,0,fir,157,normal,water_reservoir,6,1,3.0,0,medium,4.7,1,4.8,1
apt_train_007601,27,north,3,19,25.5,,normal,central,1,23.4,3,43.0,1.56,3,0,0,spruce,194,sparse,simple_stand,9,0,3.0,0,medium,2.65,0,13.6,0
apt_train_007602,27,west,10,18,26.8,2.63,normal,central,1,23.9,3,42.0,0.9,1,0,0,pine,113,dense,simple_stand,0,0,1.0,0,medium,,1,8.6,1
apt_train_007603,27,north,12,15,21.8,2.68,old,central,1,21.3,3,57.0,0.15,0,0,0,fir,177,dense,simple_stand,1,0,3.0,1,high,5.84,1,0.0,0
apt_train_007604,27,north,5,28,74.5,2.45,new,central,0,24.9,0,55.0,1.42,0,0,0,fir,227,dense,water_reservoir,11,0,5.0,1,low,1.66,1,5.6,1
apt_train_007605,27,north,4,19,46.7,2.84,new,central,0,21.9,1,58.0,0.29,0,0,0,spruce,192,normal,simple_stand,5,0,8.0,0,medium,2.86,0,6.6,0
apt_train_007606,27,west,7,25,65.1,2.87,normal,central,0,21.4,1,45.0,0.26,0,0,1,pine,181,dense,water_reservoir,10,0,5.0,0,low,3.82,1,2.7,0
apt_train_007607,27,west,6,28,18.4,2.83,normal,central,1,24.7,1,45.0,0.85,1,1,1,fir,212,dense,bucket,14,0,5.0,0,medium,2.3,1,2.6,0
apt_train_007608,27,north,8,28,18.0,2.7,new,central,1,24.1,1,40.0,1.2,0,0,0,spruce,152,normal,simple_stand,1,0,3.0,1,medium,1.32,0,7.0,1
apt_train_007609,27,east,7,26,39.5,2.45,normal,central,0,20.7,3,37.0,0.57,0,0,0,spruce,167,normal,simple_stand,13,0,1.0,0,medium,1.34,1,0.2,0
apt_train_007610,27,north,6,12,38.7,2.61,normal,central,1,20.8,1,39.0,1.96,3,0,0,fir,163,sparse,water_reservoir,7,0,7.0,0,medium,0.77,1,2.5,1
apt_train_007611,27,west,9,22,41.0,2.68,old,electric_heater,1,23.9,4,,2.46,1,0,0,spruce,170,dense,simple_stand,7,0,5.0,0,medium,2.68,0,5.5,0
apt_train_007612,27,north,1,5,69.5,2.53,new,central,0,21.5,0,43.0,0.54,0,1,1,spruce,167,dense,bucket,14,0,5.0,0,medium,3.09,1,10.9,0
apt_train_007613,27,south,12,15,75.5,2.73,old,electric_heater,1,23.2,4,49.0,,2,0,0,spruce,188,normal,water_reservoir,6,0,5.0,0,medium,0.94,0,12.3,1
apt_train_007614,27,north,6,10,33.9,2.96,normal,central,1,19.0,1,50.0,0.93,0,1,0,fir,145,dense,water_reservoir,12,0,1.0,1,low,2.33,1,8.6,1
apt_train_007615,27,west,2,17,57.3,2.87,new,central,0,24.5,3,46.0,1.73,0,0,1,pine,148,normal,simple_stand,2,0,2.0,1,low,1.3,0,,0
